id_venta,fecha,id_cliente,id_producto,id_agente,zona,cantidad,precio_unitario,descuento_pct,monto_total,tipo_pago,estado
VT009638,2023-01-19,CL0332,PR024,AG005,Centro,2,45164.26,0.0,90328.52,Tarjeta de crédito,Completada
VT009639,2023-12-18,CL0410,PR017,AG011,Patagonia,3,3101.2,0.0,9303.61,Transferencia,Completada
VT009640,2023-01-23,CL0295,PR007,AG012,Patagonia,3,36429.81,0.0,109289.42,Transferencia,Completada
VT009641,2024-01-17,CL0355,PR026,AG001,AMBA,10,19449.84,0.1,194498.39,Tarjeta de crédito,Completada
VT009642,2024-02-02,CL0051,PR001,AG002,AMBA,1,444998.11,0.0,444998.11,Tarjeta de crédito,Completada
VT009643,2023-10-10,CL0358,PR011,AG003,AMBA,1,114865.58,0.0,114865.58,Transferencia,Completada
VT009644,2023-05-04,CL0311,PR015,AG006,Centro,1,99381.1,0.0,99381.1,Tarjeta de crédito,Completada
VT009645,2023-11-14,CL0167,PR018,AG003,AMBA,5,2528.68,0.05,12643.39,Tarjeta de crédito,Completada
VT009646,2024-06-12,CL0343,PR024,AG011,Patagonia,2,43141.69,0.0,86283.37,Tarjeta de crédito,Completada
VT009647,2024-09-04,CL0324,PR018,AG008,NOA,5,2692.15,0.05,13460.73,Tarjeta de crédito,Completada
VT009648,2024-02-29,CL0304,PR020,AG001,AMBA,1,6018.56,0.0,6018.56,Transferencia,Completada
VT009649,2024-04-15,CL0091,PR020,AG007,Centro,1,5738.63,0.0,5738.63,Transferencia,Completada
VT009650,2023-06-29,CL0149,PR016,AG001,AMBA,1,8292.13,0.0,8292.13,Transferencia,Completada
VT009651,2023-09-13,CL0495,PR029,AG002,AMBA,10,3106.67,0.1,31066.73,Tarjeta de crédito,Completada
VT009652,2023-05-30,CL0213,PR030,AG002,AMBA,5,4114.62,0.05,20573.11,Transferencia,Completada
VT009653,2023-08-11,CL0039,PR020,AG002,AMBA,10,5402.29,0.1,54022.9,Transferencia,Completada
VT009654,2023-07-20,CL0450,PR003,AG006,Centro,1,180673.32,0.0,180673.32,Transferencia,Completada
VT009655,2024-02-19,CL0088,PR018,AG006,Centro,2,2714.83,0.0,5429.66,Tarjeta de crédito,Completada
VT009656,2024-03-26,CL0200,PR007,AG002,AMBA,1,34042.34,0.0,34042.34,Transferencia,Completada
VT009657,2024-12-06,CL0139,PR018,AG015,AMBA,2,2811.47,0.0,5622.94,Tarjeta de crédito,Completada
VT009658,2023-06-26,CL0480,PR007,AG004,AMBA,1,33636.79,0.0,33636.79,Tarjeta de crédito,Completada
VT009659,2024-05-22,CL0190,PR025,AG001,AMBA,1,26745.6,0.0,26745.6,Tarjeta de crédito,Completada
VT009660,2024-09-30,CL0355,PR003,AG001,AMBA,3,179127.67,0.0,537383.02,Tarjeta de crédito,Completada
VT009661,2024-03-22,CL0303,PR030,AG006,Centro,1,4376.09,0.0,4376.09,Transferencia,Completada
VT009662,2023-08-17,CL0028,PR007,AG015,AMBA,3,34987.37,0.0,104962.1,Cheque,Completada
VT009663,2023-08-23,CL0192,PR023,AG006,Centro,1,117781.34,0.0,117781.34,Tarjeta de crédito,Completada
VT009664,2023-02-09,CL0194,PR029,AG014,Cuyo,3,3399.12,0.0,10197.35,Transferencia,Completada
VT009665,2023-09-28,CL0494,PR009,AG004,AMBA,2,320265.77,0.0,640531.53,Tarjeta de crédito,Completada
VT009666,2024-08-06,CL0405,PR029,AG004,AMBA,5,3243.33,0.05,16216.66,Efectivo,Completada
VT009667,2023-02-20,CL0429,PR016,AG005,Centro,1,8896.29,0.0,8896.29,Transferencia,Completada
VT009668,2023-07-17,CL0161,PR030,AG008,NOA,3,4310.88,0.0,12932.65,Tarjeta de crédito,Completada
VT009669,2024-07-08,CL0167,PR030,AG003,AMBA,1,4470.61,0.0,4470.61,Transferencia,Completada
VT009670,2024-09-04,CL0258,PR007,AG011,Patagonia,1,34638.25,0.0,34638.25,Transferencia,Completada
VT009671,2023-12-27,CL0317,PR028,AG001,AMBA,10,10615.38,0.1,106153.84,Tarjeta de crédito,Completada
VT009672,2024-07-01,CL0364,PR007,AG004,AMBA,1,33279.02,0.0,33279.02,Efectivo,Completada
VT009673,2023-11-21,CL0410,PR008,AG005,Centro,2,157266.93,0.0,314533.87,Transferencia,Completada
VT009674,2023-05-29,CL0439,PR003,AG006,Centro,1,172116.73,0.0,172116.73,Tarjeta de crédito,Completada
VT009675,2023-11-27,CL0016,PR006,AG003,AMBA,3,11520.91,0.0,34562.72,Transferencia,Completada
VT009676,2024-04-08,CL0398,PR022,AG004,AMBA,1,257541.18,0.0,257541.18,Transferencia,Completada
VT009677,2024-12-09,CL0310,PR017,AG005,Centro,20,2716.2,0.15,54323.92,Transferencia,Completada
VT009678,2023-03-10,CL0268,PR027,AG008,NOA,2,8795.56,0.0,17591.12,Tarjeta de crédito,Completada
VT009679,2024-02-08,CL0317,PR014,AG009,NOA,1,73294.82,0.0,73294.82,Transferencia,Completada
VT009680,2023-10-16,CL0443,PR030,AG009,NOA,3,4660.11,0.0,13980.33,Tarjeta de crédito,Completada
VT009681,2024-02-08,CL0274,PR002,AG003,AMBA,1,277867.37,0.0,277867.37,Transferencia,Completada
VT009682,2023-01-25,CL0084,PR003,AG015,AMBA,1,185989.76,0.0,185989.76,Tarjeta de crédito,Completada
VT009683,2023-10-04,CL0214,PR025,AG011,Patagonia,1,28785.36,0.0,28785.36,Cheque,Completada
VT009684,2024-10-01,CL0464,PR029,AG002,AMBA,5,3355.81,0.05,16779.07,Transferencia,Completada
VT009685,2024-03-19,CL0407,PR027,AG002,AMBA,1,8783.01,0.0,8783.01,Transferencia,Completada
VT009686,2023-12-25,CL0101,PR018,AG003,AMBA,5,2713.51,0.05,13567.56,Transferencia,Completada
VT009687,2023-09-12,CL0357,PR010,AG004,AMBA,2,17661.06,0.0,35322.12,Tarjeta de crédito,Completada
VT009688,2023-09-22,CL0127,PR001,AG011,Patagonia,1,451858.08,0.0,451858.08,Transferencia,Completada
VT009689,2023-11-17,CL0176,PR019,AG009,NOA,2,4391.34,0.0,8782.68,Transferencia,Completada
VT009690,2024-10-10,CL0235,PR018,AG011,Patagonia,5,2727.49,0.05,13637.46,Efectivo,Completada
VT009691,2024-12-17,CL0217,PR015,AG003,AMBA,3,96868.6,0.0,290605.81,Cheque,Completada
VT009692,2023-12-18,CL0018,PR020,AG006,Centro,2,5896.2,0.0,11792.4,Transferencia,Completada
VT009693,2023-11-23,CL0386,PR026,AG003,AMBA,3,22738.31,0.0,68214.93,Tarjeta de crédito,Completada
VT009694,2024-10-16,CL0425,PR025,AG001,AMBA,1,28744.63,0.0,28744.63,Tarjeta de crédito,Completada
VT009695,2023-12-12,CL0266,PR010,AG008,NOA,1,17709.35,0.0,17709.35,Tarjeta de crédito,Completada
VT009696,2024-03-18,CL0088,PR020,AG001,AMBA,5,5801.79,0.05,29008.94,Tarjeta de crédito,Completada
VT009697,2023-07-26,CL0121,PR006,AG007,Centro,1,12392.43,0.0,12392.43,Transferencia,Completada
VT009698,2024-08-06,CL0068,PR005,AG007,Centro,2,25743.55,0.0,51487.09,Transferencia,Completada
VT009699,2024-02-29,CL0087,PR027,AG010,NEA,3,8354.34,0.0,25063.03,Transferencia,Completada
VT009700,2024-09-23,CL0441,PR025,AG001,AMBA,2,28247.0,0.0,56493.99,Tarjeta de crédito,Completada
VT009701,2024-09-03,CL0240,PR026,AG010,NEA,10,19312.58,0.1,193125.78,Transferencia,Completada
VT009702,2023-07-12,CL0062,PR006,AG015,AMBA,3,11855.06,0.0,35565.18,Transferencia,Completada
VT009703,2024-07-15,CL0126,PR029,AG011,Patagonia,3,3408.59,0.0,10225.76,Transferencia,Completada
VT009704,2024-09-17,CL0476,PR005,AG009,NOA,3,23849.29,0.0,71547.86,Cheque,Completada
VT009705,2023-10-26,CL0255,PR028,AG007,Centro,3,11838.58,0.0,35515.73,Tarjeta de crédito,Completada
VT009706,2023-06-07,CL0258,PR015,AG004,AMBA,1,97025.81,0.0,97025.81,Transferencia,Completada
VT009707,2023-01-03,CL0263,PR004,AG008,NOA,2,92563.91,0.0,185127.82,Transferencia,Completada
VT009708,2023-12-25,CL0062,PR011,AG008,NOA,1,120938.57,0.0,120938.57,Efectivo,Completada
VT009709,2023-10-31,CL0484,PR007,AG007,Centro,1,36475.38,0.0,36475.38,Cheque,Completada
VT009710,2024-03-19,CL0049,PR018,AG010,NEA,3,2935.18,0.0,8805.54,Tarjeta de crédito,Completada
VT009711,2023-06-20,CL0351,PR030,AG004,AMBA,2,4307.96,0.0,8615.92,Cheque,Completada
VT009712,2024-10-24,CL0038,PR013,AG001,AMBA,2,361316.9,0.0,722633.8,Tarjeta de crédito,Completada
VT009713,2023-08-18,CL0219,PR021,AG006,Centro,1,174331.78,0.0,174331.78,Transferencia,Completada
VT009714,2023-07-21,CL0450,PR029,AG002,AMBA,5,3248.82,0.05,16244.1,Cheque,Completada
VT009715,2024-01-16,CL0384,PR022,AG004,AMBA,2,244058.04,0.0,488116.08,Cheque,Completada
VT009716,2024-01-31,CL0169,PR016,AG001,AMBA,3,8829.53,0.0,26488.58,Tarjeta de crédito,Anulada
VT009717,2023-07-12,CL0276,PR030,AG004,AMBA,2,4644.31,0.0,9288.63,Efectivo,Completada
VT009718,2023-08-31,CL0086,PR007,AG010,NEA,1,35562.33,0.0,35562.33,Cheque,Completada
VT009719,2023-06-05,CL0477,PR019,AG005,Centro,2,4326.56,0.0,8653.11,Transferencia,Completada
VT009720,2024-07-17,CL0355,PR027,AG001,AMBA,5,8151.62,0.05,40758.11,Cheque,Completada
VT009721,2024-08-26,CL0188,PR001,AG005,Centro,1,429150.71,0.0,429150.71,Transferencia,Completada
VT009722,2023-12-29,CL0163,PR025,AG003,AMBA,1,27016.38,0.0,27016.38,Tarjeta de crédito,Completada
VT009723,2024-07-12,CL0119,PR010,AG005,Centro,1,18155.16,0.0,18155.16,Cheque,Completada
VT009724,2024-07-31,CL0394,PR006,AG004,AMBA,3,12013.57,0.0,36040.72,Transferencia,Completada
VT009725,2023-05-10,CL0214,PR010,AG013,Cuyo,1,18803.21,0.0,18803.21,Efectivo,Completada
VT009726,2024-12-17,CL0167,PR030,AG001,AMBA,1,4564.27,0.0,4564.27,Transferencia,Completada
VT009727,2024-10-01,CL0453,PR029,AG008,NOA,2,3590.13,0.0,7180.26,Transferencia,Completada
VT009728,2023-07-03,CL0079,PR008,AG011,Patagonia,1,148931.2,0.0,148931.2,Tarjeta de crédito,Anulada
VT009729,2023-06-19,CL0131,PR005,AG014,Cuyo,2,25994.55,0.0,51989.09,Transferencia,Completada
VT009730,2023-05-01,CL0174,PR016,AG002,AMBA,2,8326.85,0.0,16653.7,Tarjeta de crédito,Completada
VT009731,2023-05-10,CL0128,PR020,AG005,Centro,1,6213.94,0.0,6213.94,Transferencia,Completada
VT009732,2024-08-08,CL0295,PR028,AG001,AMBA,10,10561.8,0.1,105618.01,Tarjeta de crédito,Completada
VT009733,2024-01-05,CL0304,PR030,AG005,Centro,3,4468.03,0.0,13404.09,Efectivo,Completada
VT009734,2024-09-04,CL0034,PR026,AG001,AMBA,3,21764.33,0.0,65292.98,Tarjeta de crédito,Completada
VT009735,2024-08-07,CL0078,PR020,AG011,Patagonia,3,5792.27,0.0,17376.81,Tarjeta de crédito,Completada
VT009736,2024-04-25,CL0099,PR005,AG001,AMBA,1,25558.82,0.0,25558.82,Transferencia,Completada
VT009737,2024-06-21,CL0043,PR003,AG005,Centro,2,185583.47,0.0,371166.94,Cheque,Completada
VT009738,2023-01-19,CL0067,PR020,AG005,Centro,5,5967.22,0.05,29836.11,Efectivo,Completada
VT009739,2023-10-03,CL0119,PR019,AG015,AMBA,1,4418.79,0.0,4418.79,Tarjeta de crédito,Completada
VT009740,2024-05-20,CL0175,PR028,AG007,Centro,2,11819.61,0.0,23639.22,Transferencia,Completada
VT009741,2023-01-10,CL0396,PR013,AG003,AMBA,3,344802.38,0.0,1034407.14,Tarjeta de crédito,Completada
VT009742,2023-02-03,CL0109,PR002,AG002,AMBA,1,283190.32,0.0,283190.32,Tarjeta de crédito,Completada
VT009743,2024-10-21,CL0333,PR017,AG001,AMBA,10,2913.37,0.1,29133.68,Transferencia,Completada
VT009744,2024-06-20,CL0038,PR030,AG009,NOA,3,4587.63,0.0,13762.9,Efectivo,Completada
VT009745,2023-08-25,CL0329,PR027,AG008,NOA,3,8524.14,0.0,25572.43,Transferencia,Completada
VT009746,2024-06-24,CL0397,PR002,AG006,Centro,1,266045.01,0.0,266045.01,Transferencia,Completada
VT009747,2024-09-11,CL0305,PR028,AG001,AMBA,3,11763.26,0.0,35289.78,Cheque,Completada
VT009748,2023-09-29,CL0101,PR018,AG009,NOA,1,2715.62,0.0,2715.62,Tarjeta de crédito,Completada
VT009749,2023-02-07,CL0167,PR016,AG007,Centro,20,7065.92,0.15,141318.35,Transferencia,Completada
VT009750,2024-12-02,CL0403,PR015,AG014,Cuyo,2,95468.66,0.0,190937.32,Transferencia,Completada
VT009751,2023-10-26,CL0212,PR020,AG006,Centro,3,5728.4,0.0,17185.19,Tarjeta de crédito,Completada
VT009752,2023-04-13,CL0127,PR019,AG003,AMBA,5,4373.47,0.05,21867.36,Tarjeta de crédito,Completada
VT009753,2024-01-25,CL0467,PR023,AG004,AMBA,3,116216.3,0.0,348648.89,Tarjeta de crédito,Completada
VT009754,2024-08-23,CL0321,PR020,AG002,AMBA,3,6182.3,0.0,18546.89,Transferencia,Completada
VT009755,2023-07-18,CL0404,PR006,AG008,NOA,1,12347.48,0.0,12347.48,Transferencia,Completada
VT009756,2023-08-30,CL0016,PR010,AG008,NOA,1,17605.52,0.0,17605.52,Transferencia,Completada
VT009757,2023-08-07,CL0172,PR028,AG002,AMBA,10,10598.98,0.1,105989.83,Cheque,Completada
VT009758,2024-12-27,CL0229,PR023,AG002,AMBA,1,119281.12,0.0,119281.12,Tarjeta de crédito,Completada
VT009759,2023-06-27,CL0296,PR017,AG001,AMBA,1,3344.15,0.0,3344.15,Transferencia,Completada
VT009760,2024-04-04,CL0094,PR007,AG013,Cuyo,1,34186.93,0.0,34186.93,Transferencia,Completada
VT009761,2024-11-27,CL0251,PR001,AG002,AMBA,1,449934.12,0.0,449934.12,Transferencia,Completada
VT009762,2023-05-17,CL0343,PR012,AG003,AMBA,1,182338.86,0.0,182338.86,Cheque,Completada
VT009763,2024-12-18,CL0175,PR002,AG003,AMBA,1,274484.29,0.0,274484.29,Efectivo,Completada
VT009764,2024-12-09,CL0347,PR018,AG004,AMBA,5,2663.75,0.05,13318.73,Tarjeta de crédito,Completada
VT009765,2024-11-07,CL0194,PR027,AG008,NOA,10,7921.88,0.1,79218.85,Efectivo,Completada
VT009766,2023-07-12,CL0235,PR010,AG012,Patagonia,3,17221.2,0.0,51663.61,Transferencia,Completada
VT009767,2024-05-16,CL0072,PR028,AG002,AMBA,3,12001.82,0.0,36005.47,Transferencia,Completada
VT009768,2024-08-19,CL0327,PR025,AG008,NOA,1,29181.7,0.0,29181.7,Transferencia,Completada
VT009769,2024-12-25,CL0112,PR005,AG003,AMBA,1,24821.27,0.0,24821.27,Transferencia,Completada
VT009770,2023-06-13,CL0416,PR022,AG015,AMBA,1,254553.47,0.0,254553.47,Cheque,Completada
VT009771,2024-08-22,CL0277,PR006,AG003,AMBA,2,12447.02,0.0,24894.03,Transferencia,Completada
VT009772,2023-10-23,CL0281,PR023,AG001,AMBA,1,123301.32,0.0,123301.32,Transferencia,Completada
VT009773,2023-06-09,CL0458,PR005,AG005,Centro,1,25780.68,0.0,25780.68,Transferencia,Completada
VT009774,2023-12-08,CL0086,PR016,AG002,AMBA,1,8468.93,0.0,8468.93,Tarjeta de crédito,Completada
VT009775,2024-09-12,CL0266,PR020,AG001,AMBA,2,6174.21,0.0,12348.43,Transferencia,Completada
VT009776,2024-01-01,CL0190,PR002,AG008,NOA,1,266225.69,0.0,266225.69,Transferencia,Completada
VT009777,2024-03-06,CL0482,PR006,AG008,NOA,3,11981.52,0.0,35944.55,Transferencia,Completada
VT009778,2024-12-30,CL0396,PR013,AG004,AMBA,5,330937.16,0.05,1654685.79,Tarjeta de crédito,Completada
VT009779,2023-11-28,CL0378,PR018,AG007,Centro,3,2868.37,0.0,8605.11,Cheque,Completada
VT009780,2024-05-03,CL0102,PR028,AG005,Centro,2,11559.43,0.0,23118.86,Cheque,Completada
VT009781,2023-11-08,CL0118,PR007,AG007,Centro,1,35037.4,0.0,35037.4,Transferencia,Completada
VT009782,2023-11-23,CL0018,PR015,AG006,Centro,3,90678.15,0.0,272034.46,Cheque,Completada
VT009783,2024-06-28,CL0321,PR018,AG007,Centro,3,2712.01,0.0,8136.03,Cheque,Completada
VT009784,2024-12-04,CL0185,PR011,AG002,AMBA,2,123125.28,0.0,246250.55,Tarjeta de crédito,Completada
VT009785,2024-03-08,CL0161,PR021,AG003,AMBA,1,179672.2,0.0,179672.2,Transferencia,Completada
VT009786,2024-08-23,CL0320,PR009,AG004,AMBA,1,328155.87,0.0,328155.87,Tarjeta de crédito,Completada
VT009787,2023-03-29,CL0416,PR027,AG004,AMBA,3,8177.6,0.0,24532.8,Transferencia,Completada
VT009788,2023-07-10,CL0071,PR018,AG009,NOA,20,2478.14,0.15,49562.73,Efectivo,Completada
VT009789,2024-02-02,CL0460,PR004,AG003,AMBA,1,97636.03,0.0,97636.03,Tarjeta de crédito,Completada
VT009790,2023-01-20,CL0022,PR021,AG002,AMBA,1,174626.85,0.0,174626.85,Transferencia,Completada
VT009791,2023-08-15,CL0054,PR020,AG002,AMBA,5,5475.53,0.05,27377.64,Transferencia,Completada
VT009792,2024-02-16,CL0421,PR014,AG002,AMBA,1,75867.87,0.0,75867.87,Transferencia,Completada
VT009793,2023-01-17,CL0247,PR001,AG008,NOA,1,435740.12,0.0,435740.12,Cheque,Completada
VT009794,2023-08-25,CL0470,PR008,AG005,Centro,1,150514.07,0.0,150514.07,Transferencia,Completada
VT009795,2024-02-14,CL0231,PR016,AG008,NOA,5,7819.27,0.05,39096.36,Transferencia,Completada
VT009796,2024-04-02,CL0465,PR007,AG004,AMBA,1,33320.6,0.0,33320.6,Cheque,Completada
VT009797,2024-11-28,CL0119,PR020,AG012,Patagonia,2,5807.76,0.0,11615.53,Cheque,Completada
VT009798,2024-05-24,CL0312,PR025,AG015,AMBA,1,27230.06,0.0,27230.06,Transferencia,Anulada
VT009799,2023-12-06,CL0497,PR028,AG007,Centro,10,11285.73,0.1,112857.31,Transferencia,Completada
VT009800,2024-11-29,CL0189,PR022,AG011,Patagonia,2,239306.39,0.0,478612.78,Transferencia,Completada
VT009801,2024-09-05,CL0002,PR024,AG005,Centro,1,46053.52,0.0,46053.52,Cheque,Completada
VT009802,2023-06-29,CL0041,PR021,AG013,Cuyo,1,176297.81,0.0,176297.81,Transferencia,Completada
VT009803,2023-05-04,CL0431,PR030,AG011,Patagonia,3,4414.83,0.0,13244.48,Transferencia,Completada
VT009804,2024-06-14,CL0246,PR010,AG015,AMBA,1,17335.66,0.0,17335.66,Tarjeta de crédito,Completada
VT009805,2024-03-22,CL0270,PR010,AG007,Centro,1,18419.9,0.0,18419.9,Transferencia,Completada
VT009806,2024-09-10,CL0400,PR005,AG009,NOA,1,24276.09,0.0,24276.09,Transferencia,Completada
VT009807,2024-08-01,CL0405,PR018,AG005,Centro,10,2493.39,0.1,24933.88,Tarjeta de crédito,Completada
VT009808,2024-05-10,CL0239,PR004,AG002,AMBA,1,93647.42,0.0,93647.42,Efectivo,Completada
VT009809,2024-12-25,CL0431,PR010,AG003,AMBA,1,18183.51,0.0,18183.51,Transferencia,Completada
VT009810,2024-03-01,CL0235,PR018,AG012,Patagonia,2,2875.38,0.0,5750.77,Efectivo,Completada
VT009811,2023-04-19,CL0336,PR030,AG001,AMBA,3,4672.61,0.0,14017.84,Tarjeta de crédito,Completada
VT009812,2024-10-04,CL0021,PR030,AG006,Centro,10,4002.6,0.1,40026.04,Transferencia,Completada
VT009813,2023-08-15,CL0074,PR026,AG003,AMBA,2,22011.57,0.0,44023.14,Cheque,Completada
VT009814,2024-08-30,CL0427,PR016,AG004,AMBA,2,8437.54,0.0,16875.09,Efectivo,Completada
VT009815,2024-12-12,CL0161,PR028,AG012,Patagonia,3,11940.57,0.0,35821.7,Transferencia,Completada
VT009816,2024-07-01,CL0169,PR028,AG011,Patagonia,3,12152.91,0.0,36458.74,Cheque,Completada
VT009817,2024-04-18,CL0331,PR029,AG006,Centro,1,3414.75,0.0,3414.75,Transferencia,Completada
VT009818,2023-12-28,CL0300,PR022,AG003,AMBA,1,255261.17,0.0,255261.17,Cheque,Anulada
VT009819,2023-11-07,CL0047,PR008,AG005,Centro,2,153386.35,0.0,306772.69,Cheque,Completada
VT009820,2023-10-31,CL0382,PR004,AG004,AMBA,3,90983.85,0.0,272951.55,Tarjeta de crédito,Completada
VT009821,2024-05-17,CL0312,PR029,AG003,AMBA,3,3639.78,0.0,10919.34,Transferencia,Completada
VT009822,2024-08-12,CL0429,PR002,AG001,AMBA,1,288464.88,0.0,288464.88,Cheque,Completada
VT009823,2024-06-18,CL0269,PR011,AG005,Centro,2,125742.68,0.0,251485.36,Tarjeta de crédito,Completada
VT009824,2023-06-28,CL0205,PR018,AG003,AMBA,3,2776.81,0.0,8330.42,Transferencia,Completada
VT009825,2024-01-26,CL0186,PR001,AG007,Centro,1,434683.81,0.0,434683.81,Cheque,Anulada
VT009826,2024-09-11,CL0003,PR029,AG003,AMBA,10,3120.8,0.1,31207.98,Transferencia,Completada
VT009827,2024-01-10,CL0026,PR011,AG004,AMBA,2,123027.03,0.0,246054.05,Tarjeta de crédito,Completada
VT009828,2024-03-05,CL0071,PR001,AG001,AMBA,1,470420.28,0.0,470420.28,Tarjeta de crédito,Completada
VT009829,2024-08-27,CL0467,PR030,AG015,AMBA,10,4122.95,0.1,41229.48,Tarjeta de crédito,Completada
VT009830,2024-06-05,CL0442,PR012,AG005,Centro,5,162495.29,0.05,812476.45,Tarjeta de crédito,Completada
VT009831,2023-12-04,CL0251,PR028,AG001,AMBA,1,11481.04,0.0,11481.04,Tarjeta de crédito,Completada
VT009832,2024-11-13,CL0091,PR017,AG005,Centro,10,2910.19,0.1,29101.92,Transferencia,Completada
VT009833,2023-05-30,CL0078,PR023,AG012,Patagonia,3,115525.18,0.0,346575.53,Cheque,Completada
VT009834,2024-12-30,CL0127,PR009,AG009,NOA,1,321385.03,0.0,321385.03,Cheque,Completada
VT009835,2023-04-24,CL0455,PR018,AG008,NOA,2,2900.75,0.0,5801.51,Cheque,Completada
VT009836,2023-01-17,CL0260,PR010,AG001,AMBA,1,18486.82,0.0,18486.82,Transferencia,Completada
VT009837,2024-11-11,CL0402,PR030,AG007,Centro,3,4512.9,0.0,13538.71,Efectivo,Completada
VT009838,2023-08-08,CL0254,PR003,AG009,NOA,1,177038.13,0.0,177038.13,Efectivo,Completada
VT009839,2024-07-25,CL0309,PR010,AG006,Centro,3,17820.74,0.0,53462.21,Tarjeta de crédito,Completada
VT009840,2024-09-24,CL0309,PR029,AG012,Patagonia,3,3572.6,0.0,10717.79,Transferencia,Completada
VT009841,2024-10-24,CL0020,PR018,AG003,AMBA,5,2791.88,0.05,13959.39,Tarjeta de crédito,Completada
VT009842,2024-12-27,CL0219,PR020,AG002,AMBA,10,5283.68,0.1,52836.79,Transferencia,Completada
VT009843,2023-09-19,CL0434,PR023,AG012,Patagonia,1,115279.53,0.0,115279.53,Cheque,Completada
VT009844,2024-07-10,CL0244,PR003,AG007,Centro,1,179589.35,0.0,179589.35,Tarjeta de crédito,Completada
VT009845,2023-04-20,CL0214,PR001,AG001,AMBA,1,466097.67,0.0,466097.67,Cheque,Completada
VT009846,2023-12-01,CL0264,PR029,AG003,AMBA,20,2947.84,0.15,58956.86,Transferencia,Completada
VT009847,2024-10-17,CL0190,PR010,AG011,Patagonia,1,18181.35,0.0,18181.35,Transferencia,Completada
VT009848,2023-11-09,CL0258,PR016,AG001,AMBA,3,8151.77,0.0,24455.3,Cheque,Completada
VT009849,2024-04-16,CL0073,PR024,AG001,AMBA,1,46749.4,0.0,46749.4,Transferencia,Completada
VT009850,2024-02-05,CL0482,PR009,AG003,AMBA,1,325720.36,0.0,325720.36,Transferencia,Completada
VT009851,2024-05-24,CL0021,PR026,AG013,Cuyo,10,18976.6,0.1,189766.0,Tarjeta de crédito,Completada
VT009852,2024-12-19,CL0242,PR018,AG012,Patagonia,3,2729.07,0.0,8187.21,Transferencia,Completada
VT009853,2023-02-28,CL0106,PR028,AG005,Centro,5,11075.03,0.05,55375.13,Transferencia,Anulada
VT009854,2024-04-03,CL0038,PR010,AG006,Centro,1,17798.22,0.0,17798.22,Tarjeta de crédito,Completada
VT009855,2024-10-25,CL0327,PR008,AG003,AMBA,1,154770.19,0.0,154770.19,Cheque,Anulada
VT009856,2024-01-16,CL0491,PR028,AG002,AMBA,2,11707.92,0.0,23415.84,Transferencia,Completada
VT009857,2023-03-20,CL0375,PR013,AG010,NEA,3,356488.97,0.0,1069466.9,Transferencia,Completada
VT009858,2024-03-22,CL0125,PR017,AG001,AMBA,3,3199.54,0.0,9598.62,Transferencia,Completada
VT009859,2023-10-17,CL0247,PR027,AG005,Centro,2,8543.53,0.0,17087.06,Transferencia,Completada
VT009860,2023-05-24,CL0032,PR022,AG007,Centro,1,259711.05,0.0,259711.05,Transferencia,Completada
VT009861,2024-10-17,CL0267,PR017,AG001,AMBA,3,3163.29,0.0,9489.86,Tarjeta de crédito,Anulada
VT009862,2024-02-21,CL0056,PR009,AG005,Centro,1,309158.16,0.0,309158.16,Transferencia,Completada
VT009863,2024-12-02,CL0397,PR026,AG006,Centro,1,22105.88,0.0,22105.88,Tarjeta de crédito,Completada
VT009864,2024-09-20,CL0036,PR007,AG009,NOA,1,35563.04,0.0,35563.04,Transferencia,Anulada
VT009865,2024-06-27,CL0006,PR029,AG002,AMBA,10,3303.84,0.1,33038.36,Transferencia,Completada
VT009866,2023-01-05,CL0432,PR006,AG003,AMBA,2,12568.95,0.0,25137.9,Cheque,Completada
VT009867,2023-12-12,CL0471,PR027,AG006,Centro,1,8550.02,0.0,8550.02,Transferencia,Completada
VT009868,2023-06-27,CL0050,PR017,AG015,AMBA,2,3118.44,0.0,6236.89,Transferencia,Completada
VT009869,2024-11-20,CL0140,PR007,AG002,AMBA,2,34134.89,0.0,68269.78,Transferencia,Completada
VT009870,2023-06-08,CL0372,PR016,AG015,AMBA,2,8391.07,0.0,16782.14,Tarjeta de crédito,Completada
VT009871,2023-09-12,CL0271,PR008,AG008,NOA,1,144697.41,0.0,144697.41,Tarjeta de crédito,Completada
VT009872,2024-02-16,CL0476,PR005,AG010,NEA,1,24315.14,0.0,24315.14,Cheque,Completada
VT009873,2023-08-24,CL0194,PR009,AG001,AMBA,2,313447.57,0.0,626895.15,Transferencia,Completada
VT009874,2023-07-07,CL0003,PR028,AG003,AMBA,2,11551.19,0.0,23102.37,Tarjeta de crédito,Completada
VT009875,2024-04-22,CL0013,PR004,AG001,AMBA,1,91773.6,0.0,91773.6,Transferencia,Completada
VT009876,2023-03-29,CL0284,PR030,AG003,AMBA,5,4475.86,0.05,22379.3,Transferencia,Completada
VT009877,2023-03-01,CL0377,PR001,AG015,AMBA,2,465895.25,0.0,931790.49,Tarjeta de crédito,Completada
VT009878,2023-11-10,CL0396,PR023,AG001,AMBA,2,117552.63,0.0,235105.25,Tarjeta de crédito,Completada
VT009879,2024-07-18,CL0457,PR028,AG006,Centro,5,11685.67,0.05,58428.35,Tarjeta de crédito,Completada
VT009880,2024-03-19,CL0115,PR029,AG001,AMBA,2,3647.23,0.0,7294.46,Transferencia,Completada
